image,question,answers,answer_type,answerable
VizWiz_train_00006615.jpg,What is this bottle?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'cologne'}, {'answer_confidence': 'yes', 'answer': 'armani code'}, {'answer_confidence': 'yes', 'answer': 'cologne'}, {'answer_confidence': 'yes', 'answer': 'armani code'}, {'answer_confidence': 'maybe', 'answer': 'armani code'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'cologne'}, {'answer_confidence': 'yes', 'answer': 'fragrance'}, {'answer_confidence': 'yes', 'answer': 'perfume'}]",other,1
VizWiz_train_00017445.jpg,What size is this tee shirt or singlet?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'medium'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'medium'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'medium'}, {'answer_confidence': 'maybe', 'answer': 'medium'}, {'answer_confidence': 'maybe', 'answer': 'medium'}]",unanswerable,0
VizWiz_train_00001883.jpg,What is this item? Thanks for your help.,"[{'answer_confidence': 'no', 'answer': 'turn bag to other side text not readable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'some kind chips'}, {'answer_confidence': 'yes', 'answer': 'turn over cant read label'}, {'answer_confidence': 'yes', 'answer': 'bag something'}, {'answer_confidence': 'maybe', 'answer': 'pretzels'}, {'answer_confidence': 'maybe', 'answer': 'chips'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'potato chips'}, {'answer_confidence': 'yes', 'answer': 'falafel'}]",other,1
VizWiz_train_00023839.jpg,What's this?,"[{'answer': 'bed', 'answer_confidence': 'yes'}, {'answer': 'bed', 'answer_confidence': 'yes'}, {'answer': 'bed', 'answer_confidence': 'yes'}, {'answer': 'part bed', 'answer_confidence': 'yes'}, {'answer': 'bed', 'answer_confidence': 'maybe'}, {'answer': 'bed', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'maybe'}, {'answer': 'bed', 'answer_confidence': 'yes'}, {'answer': 'blankets', 'answer_confidence': 'yes'}, {'answer': 'bed', 'answer_confidence': 'maybe'}]",other,1
VizWiz_train_00023476.jpg,"Is my light on? And, I have one other question. Do you have to really work all night?","[{'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'maybe'}, {'answer': 'yes unanswerable', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes unanswerable', 'answer_confidence': 'yes'}]",yes/no,1
VizWiz_train_00010441.jpg,What box is this?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00013661.jpg,Can you read the image in this captcha for the security code please?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00000247.jpg,What's this?,"[{'answer': 'paper coffee cup', 'answer_confidence': 'yes'}, {'answer': 'cup', 'answer_confidence': 'yes'}, {'answer': 'cup', 'answer_confidence': 'yes'}, {'answer': 'cup', 'answer_confidence': 'yes'}, {'answer': 'cup', 'answer_confidence': 'yes'}, {'answer': 'paper cup', 'answer_confidence': 'yes'}, {'answer': 'empty cup', 'answer_confidence': 'yes'}, {'answer': 'empty coffee cup', 'answer_confidence': 'yes'}, {'answer': 'paper cup', 'answer_confidence': 'yes'}, {'answer': 'paper cup', 'answer_confidence': 'yes'}]",other,1
VizWiz_train_00005977.jpg,Hey there. I'm not sure if my question's not coming through properly. I wasn't asking the color. I am looking for the temperature ranges going from left to right on the dial. That should be on the picture of a slowcooker. Thank you. ,"[{'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'off low high'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'low med high'}, {'answer_confidence': 'yes', 'answer': 'off low high'}, {'answer_confidence': 'maybe', 'answer': 'low medium high'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00003736.jpg,What is this can?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'pinto beans'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'soup'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00007486.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'puzzle'}, {'answer_confidence': 'yes', 'answer': 'princess'}, {'answer_confidence': 'yes', 'answer': 'puzzle'}, {'answer_confidence': 'maybe', 'answer': 'snow white'}, {'answer_confidence': 'yes', 'answer': 'picture'}, {'answer_confidence': 'yes', 'answer': '48 piece puzzle snow white'}, {'answer_confidence': 'yes', 'answer': '48 piece snow white puzzle'}, {'answer_confidence': 'yes', 'answer': 'disney princess puzzle'}, {'answer_confidence': 'yes', 'answer': 'snow white puzzle'}, {'answer_confidence': 'yes', 'answer': 'puzzle'}]",other,1
VizWiz_train_00005321.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'perfume bottle'}, {'answer_confidence': 'maybe', 'answer': 'perfume'}, {'answer_confidence': 'yes', 'answer': 'bottle perfume'}, {'answer_confidence': 'yes', 'answer': 'perfume'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'perfume'}, {'answer_confidence': 'yes', 'answer': 'perfume'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'perfume'}, {'answer_confidence': 'maybe', 'answer': 'perfume'}]",other,1
VizWiz_train_00023814.jpg,What's going on on the 405?,"[{'answer': 'traffic clear', 'answer_confidence': 'yes'}, {'answer': 'little traffic', 'answer_confidence': 'yes'}, {'answer': 'people driving', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'driving', 'answer_confidence': 'yes'}, {'answer': 'traffic', 'answer_confidence': 'yes'}, {'answer': 'nothing', 'answer_confidence': 'yes'}, {'answer': 'driving', 'answer_confidence': 'maybe'}, {'answer': 'unsuitable image', 'answer_confidence': 'no'}, {'answer': 'driving', 'answer_confidence': 'yes'}]",other,1
VizWiz_train_00009840.jpg,I need to know if the model number can be seen?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}]",yes/no,1
VizWiz_train_00013408.jpg,what is the name of this book?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'doggy'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00009832.jpg,What is this item?,"[{'answer_confidence': 'yes', 'answer': 'popcorn'}, {'answer_confidence': 'yes', 'answer': 'microwave popcorn'}, {'answer_confidence': 'yes', 'answer': 'popcorn'}, {'answer_confidence': 'yes', 'answer': 'microwave popcorn'}, {'answer_confidence': 'yes', 'answer': 'microwave popcorn'}, {'answer_confidence': 'yes', 'answer': 'microwave popcorn'}, {'answer_confidence': 'yes', 'answer': 'popcorn'}, {'answer_confidence': 'yes', 'answer': 'popcorn'}, {'answer_confidence': 'yes', 'answer': 'popcorn'}, {'answer_confidence': 'yes', 'answer': 'microwave popcorn'}]",other,1
VizWiz_train_00015078.jpg,What color is this shirt?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'maybe', 'answer': 'grey'}, {'answer_confidence': 'maybe', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}]",other,1
VizWiz_train_00005595.jpg,What is this?,"[{'answer_confidence': 'maybe', 'answer': 'shoes'}, {'answer_confidence': 'yes', 'answer': 'human knee'}, {'answer_confidence': 'maybe', 'answer': 'sneakers'}, {'answer_confidence': 'yes', 'answer': 'legs bottle water'}, {'answer_confidence': 'yes', 'answer': 'legs'}, {'answer_confidence': 'yes', 'answer': 'sneakers'}, {'answer_confidence': 'yes', 'answer': 'knee'}, {'answer_confidence': 'yes', 'answer': 'someones legs feet'}, {'answer_confidence': 'yes', 'answer': 'leg'}, {'answer_confidence': 'yes', 'answer': 'bare knees'}]",other,1
VizWiz_train_00018807.jpg,What kind of pizza is this?,"[{'answer_confidence': 'yes', 'answer': 'sausage'}, {'answer_confidence': 'yes', 'answer': 'thin crust sausage'}, {'answer_confidence': 'yes', 'answer': 'thin crust sausage'}, {'answer_confidence': 'yes', 'answer': 'think crust'}, {'answer_confidence': 'yes', 'answer': 'sausage'}, {'answer_confidence': 'yes', 'answer': 'thin crust sausage pizza'}, {'answer_confidence': 'yes', 'answer': 'thin crust'}, {'answer_confidence': 'yes', 'answer': 'thin crust sausage'}, {'answer_confidence': 'yes', 'answer': 'thin crust'}, {'answer_confidence': 'yes', 'answer': 'thin crust sausage pizza'}]",other,1
VizWiz_train_00006404.jpg,What color is this carpet?,"[{'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'beige'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}]",other,1
VizWiz_train_00003690.jpg,What is in the picture?,"[{'answer_confidence': 'maybe', 'answer': 'screwdriver'}, {'answer_confidence': 'yes', 'answer': 'juice'}, {'answer_confidence': 'yes', 'answer': 'orange drink'}, {'answer_confidence': 'yes', 'answer': 'drink'}, {'answer_confidence': 'yes', 'answer': 'orange drink'}, {'answer_confidence': 'no', 'answer': 'drink'}, {'answer_confidence': 'maybe', 'answer': 'drink'}, {'answer_confidence': 'maybe', 'answer': 'glass orange juice'}, {'answer_confidence': 'yes', 'answer': 'orange colored drink ice straw'}, {'answer_confidence': 'yes', 'answer': 'iced drink'}]",other,1
VizWiz_train_00019936.jpg,Can you see it better now?,"[{'answer': 'no', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'no', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'windows cannot repair this', 'answer_confidence': 'yes'}]",yes/no,1
VizWiz_train_00017077.jpg,What name is this flower?,"[{'answer_confidence': 'no', 'answer': 'lilac'}, {'answer_confidence': 'no', 'answer': 'crocus'}, {'answer_confidence': 'yes', 'answer': 'variety desert sage most similar to salvia gracias hybrid sage'}, {'answer_confidence': 'maybe', 'answer': 'pretty 1'}, {'answer_confidence': 'no', 'answer': 'lilac'}, {'answer_confidence': 'maybe', 'answer': 'snap dragon'}, {'answer_confidence': 'yes', 'answer': 'lavender'}, {'answer_confidence': 'yes', 'answer': 'lilly'}, {'answer_confidence': 'yes', 'answer': 'queen annes lace'}, {'answer_confidence': 'yes', 'answer': 'snap dragon'}]",other,1
VizWiz_train_00013643.jpg,You can say whatever you want.,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'intense'}, {'answer_confidence': 'yes', 'answer': 'rose'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'pink rose'}, {'answer_confidence': 'yes', 'answer': 'hi'}, {'answer_confidence': 'yes', 'answer': 'mi casa rose'}, {'answer_confidence': 'maybe', 'answer': 'rose incense'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",other,1
VizWiz_train_00001632.jpg,What colors that sandal?,"[{'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black nike'}, {'answer_confidence': 'maybe', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'dark'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black'}]",other,1
VizWiz_train_00005174.jpg,What kind of soda is this?  What kind of soda is this?,"[{'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'qwfter'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}]",other,1
VizWiz_train_00010347.jpg,What color is this singlet?,"[{'answer_confidence': 'no', 'answer': 'green'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'rage'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'white'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00004539.jpg,What's the expiration date?,"[{'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': '0'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00015485.jpg,What is this meat?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'ground beef'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00019899.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'santa key chains'}, {'answer_confidence': 'yes', 'answer': 'christmas decorations'}, {'answer_confidence': 'yes', 'answer': 'santa keychain'}, {'answer_confidence': 'yes', 'answer': 'santa claus key chain'}, {'answer_confidence': 'yes', 'answer': 'christmas decorations'}, {'answer_confidence': 'maybe', 'answer': 'santa key ring'}, {'answer_confidence': 'yes', 'answer': 'christmas decorations'}, {'answer_confidence': 'yes', 'answer': 'christmas decorations'}, {'answer_confidence': 'yes', 'answer': 'christmas items'}, {'answer_confidence': 'yes', 'answer': 'christmas decorations'}]",other,1
VizWiz_train_00008235.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': '1 dollar bill'}, {'answer_confidence': 'yes', 'answer': 'dollar bill'}, {'answer_confidence': 'yes', 'answer': 'dollar bill'}, {'answer_confidence': 'yes', 'answer': 'currency'}, {'answer_confidence': 'yes', 'answer': '1 dollar bill'}, {'answer_confidence': 'yes', 'answer': '1 us dollar bill'}, {'answer_confidence': 'yes', 'answer': '1 dollar bill'}, {'answer_confidence': 'yes', 'answer': 'dollar'}, {'answer_confidence': 'yes', 'answer': '$1'}, {'answer_confidence': 'yes', 'answer': 'dollar bill'}]",other,1
VizWiz_train_00009991.jpg,Who's in this photo?,"[{'answer_confidence': 'yes', 'answer': 'no 1'}, {'answer_confidence': 'yes', 'answer': 'no 1'}, {'answer_confidence': 'yes', 'answer': 'nobody'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'truck'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'truck'}, {'answer_confidence': 'yes', 'answer': 'nobody'}, {'answer_confidence': 'maybe', 'answer': 'nobody'}, {'answer_confidence': 'maybe', 'answer': 'no 1'}]",other,1
VizWiz_train_00018631.jpg,What is this and what color is it?,"[{'answer_confidence': 'yes', 'answer': 'pink'}, {'answer_confidence': 'yes', 'answer': 'deep pink'}, {'answer_confidence': 'yes', 'answer': 'plum'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'pink'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'mauve'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'red leather'}, {'answer_confidence': 'yes', 'answer': 'purple'}]",other,1
VizWiz_train_00015952.jpg,Is there a product name or code on this tag?,"[{'answer': 'iti ppl', 'answer_confidence': 'maybe'}, {'answer': 'no', 'answer_confidence': 'no'}, {'answer': 'no', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'iti ppl', 'answer_confidence': 'yes'}, {'answer': 'iti ppl', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'maybe'}]",yes/no,1
VizWiz_train_00010783.jpg,What color is it?,"[{'answer_confidence': 'yes', 'answer': 'shades grey'}, {'answer_confidence': 'maybe', 'answer': 'grey'}, {'answer_confidence': 'maybe', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'black white print skulls'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'shades grey skulls'}, {'answer_confidence': 'yes', 'answer': 'grey white'}, {'answer_confidence': 'yes', 'answer': 'grey white tan'}, {'answer_confidence': 'yes', 'answer': 'grey white black'}]",other,1
VizWiz_train_00003253.jpg,What is this logo?,"[{'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'star'}, {'answer_confidence': 'yes', 'answer': 'yellow asterisk black outline'}, {'answer_confidence': 'maybe', 'answer': 'dont know'}, {'answer_confidence': 'yes', 'answer': 'team'}, {'answer_confidence': 'yes', 'answer': 'yellow asterisk'}, {'answer_confidence': 'maybe', 'answer': 'bates'}, {'answer_confidence': 'yes', 'answer': 'yellow asterix'}, {'answer_confidence': 'yes', 'answer': 'asterisk'}, {'answer_confidence': 'yes', 'answer': 'yellow flower'}]",other,1
VizWiz_train_00011914.jpg,What's this?,"[{'answer_confidence': 'maybe', 'answer': 'computer screen'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'laptop screen'}, {'answer_confidence': 'maybe', 'answer': 'computer'}, {'answer_confidence': 'maybe', 'answer': 'computer'}, {'answer_confidence': 'yes', 'answer': 'computer'}, {'answer_confidence': 'yes', 'answer': 'monitor'}, {'answer_confidence': 'yes', 'answer': 'computer screen'}, {'answer_confidence': 'maybe', 'answer': 'desk'}, {'answer_confidence': 'yes', 'answer': 'computer'}]",other,1
VizWiz_train_00013259.jpg,"Okay, this picture, what is assembly with that picture?","[{'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'computer'}, {'answer_confidence': 'maybe', 'answer': 'monitor'}, {'answer_confidence': 'yes', 'answer': 'computer'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'computer'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'computer'}, {'answer_confidence': 'yes', 'answer': 'monitor'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",other,1
VizWiz_train_00007704.jpg,What car is this?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00011129.jpg,What flavor of yogurt is this?,"[{'answer_confidence': 'yes', 'answer': 'yoplait'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'i can not read label to see flavor yogurt'}, {'answer_confidence': 'yes', 'answer': 'raspberry chocolate cake'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'chocolate cake'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'black forrest cake'}, {'answer_confidence': 'maybe', 'answer': 'chocolate cake'}]",other,1
VizWiz_train_00007436.jpg,What kind of chips are these?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'paper'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00014677.jpg,What is this study about?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'you going to bed'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'you going to go to bed'}]",unanswerable,0
VizWiz_train_00015138.jpg,What color is the comforter on my bed?,"[{'answer_confidence': 'yes', 'answer': 'striped blackwhite tan blue'}, {'answer_confidence': 'maybe', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blues whites browns'}, {'answer_confidence': 'yes', 'answer': 'different shades blue stripes white stripes'}, {'answer_confidence': 'yes', 'answer': 'blues tans'}, {'answer_confidence': 'yes', 'answer': 'blue white brown striped'}, {'answer_confidence': 'maybe', 'answer': 'white blue tan'}, {'answer_confidence': 'yes', 'answer': 'blue white tan'}, {'answer_confidence': 'yes', 'answer': 'blue white tan stripes'}, {'answer_confidence': 'maybe', 'answer': 'multicolored'}]",other,1
VizWiz_train_00012389.jpg,What product is this?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'jam'}, {'answer_confidence': 'yes', 'answer': 'jelly'}, {'answer_confidence': 'maybe', 'answer': 'jam'}, {'answer_confidence': 'maybe', 'answer': 'pasta sauce'}, {'answer_confidence': 'yes', 'answer': 'jar'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",unanswerable,0
